Customer_ID,Gender,Age_Group,Customer_Segment,Loyalty_Member,City
2160,Female,26-35,Premium,No,Bengaluru
2161,Female,18-25,Regular,Yes,Pune
2162,Female,18-25,Regular,No,Chennai
2163,Female,18-25,Premium,Yes,Surat
2164,Male,18-25,Regular,Yes,Nagpur
2165,Male,36-45,Regular,Yes,Kochi
2166,Female,26-35,Budget,Yes,Pune
2167,Male,46-60,Budget,Yes,Pune
2168,Male,36-45,Regular,No,Bhubaneswar
2169,Male,60+,Regular,No,Lucknow
2170,Female,36-45,Business,Yes,Bengaluru
2171,Male,18-25,Budget,Yes,Chandigarh
2172,Male,26-35,Budget,Yes,Ahmedabad
2173,Female,46-60,Budget,No,Bengaluru
2174,Female,60+,Budget,No,Nagpur
2175,Male,26-35,Budget,Yes,Hyderabad
2176,Male,46-60,Premium,Yes,Jaipur
2177,Female,36-45,Budget,No,Jaipur
2178,Female,36-45,Premium,No,Pune
2179,Female,36-45,Premium,No,Lucknow
2180,Female,46-60,Regular,No,Pune
2181,Male,26-35,Premium,Yes,Bhubaneswar
2182,Female,60+,Budget,No,Chennai
2183,Female,18-25,Budget,No,Ahmedabad
2184,Male,46-60,Regular,No,Bengaluru
2185,Male,36-45,Regular,Yes,Hyderabad
2186,Female,36-45,Regular,No,Lucknow
2187,Female,46-60,Budget,Yes,Chennai
2188,Male,26-35,Budget,Yes,Chandigarh
2189,Male,26-35,Regular,Yes,Surat
2190,Female,46-60,Budget,Yes,Pune
2191,Male,26-35,Regular,Yes,Ahmedabad
2192,Female,36-45,Premium,Yes,Indore
2193,Male,18-25,Budget,Yes,Surat
2194,Male,60+,Regular,Yes,Ahmedabad
2195,Female,60+,Regular,Yes,Delhi
2196,Female,36-45,Regular,No,Pune
2197,Female,18-25,Budget,No,Mumbai
2198,Male,46-60,Budget,Yes,Indore
2199,Female,18-25,Premium,No,Hyderabad
2200,Male,46-60,Budget,No,Indore
2201,Female,18-25,Budget,No,Chennai
2202,Male,36-45,Regular,Yes,Bhubaneswar
2203,Male,36-45,Regular,Yes,Delhi
2204,Female,26-35,Regular,No,Bhubaneswar
2205,Male,46-60,Premium,Yes,Kochi
2206,Male,26-35,Budget,Yes,Surat
2207,Male,18-25,Budget,Yes,Kochi
2208,Female,46-60,Budget,No,Jaipur
2209,Female,26-35,Budget,Yes,Kochi
2210,Female,46-60,Business,No,Mumbai
2211,Female,18-25,Premium,No,Hyderabad
2212,Female,26-35,Budget,Yes,Hyderabad
2213,Female,46-60,Regular,No,Surat
2214,Female,36-45,Budget,Yes,Surat
2215,Male,18-25,Regular,Yes,Kochi
2216,Male,26-35,Budget,Yes,Bhubaneswar
2217,Male,26-35,Budget,No,Pune
2218,Male,26-35,Business,No,Jaipur
2219,Female,46-60,Budget,Yes,Bhubaneswar
2220,Male,26-35,Budget,Yes,Pune
2221,Female,26-35,Regular,No,Pune
2222,Male,26-35,Regular,No,Nagpur
2223,Female,26-35,Premium,No,Kochi
2224,Male,26-35,Regular,Yes,Bhubaneswar
2225,Female,46-60,Business,Yes,Chandigarh
2226,Female,46-60,Premium,No,Nagpur
2227,Male,46-60,Regular,Yes,Hyderabad
2228,Female,18-25,Business,Yes,Chandigarh
2229,Female,26-35,Budget,No,Hyderabad
2230,Female,26-35,Regular,No,Delhi
2231,Female,36-45,Regular,Yes,Nagpur
2232,Male,26-35,Budget,No,Chandigarh
2233,Male,46-60,Budget,Yes,Lucknow
2234,Male,18-25,Regular,Yes,Ahmedabad
2235,Female,18-25,Budget,No,Ahmedabad
2236,Male,36-45,Business,No,Bengaluru
2237,Female,26-35,Budget,Yes,Chandigarh
2238,Female,26-35,Regular,No,Bengaluru
2239,Male,60+,Regular,No,Lucknow
2240,Male,18-25,Budget,No,Surat
2241,Male,18-25,Premium,No,Bhubaneswar
2242,Female,26-35,Budget,No,Jaipur
2243,Male,26-35,Regular,Yes,Jaipur
2244,Male,26-35,Regular,Yes,Mumbai
2245,Male,60+,Regular,No,Chennai
2246,Male,26-35,Budget,Yes,Bengaluru
2247,Female,46-60,Premium,Yes,Nagpur
2248,Female,26-35,Premium,Yes,Bhubaneswar
2249,Male,60+,Regular,No,Hyderabad
2250,Female,36-45,Budget,No,Kochi
2251,Male,46-60,Regular,No,Jaipur
2252,Female,18-25,Regular,Yes,Delhi
2253,Female,36-45,Business,No,Chandigarh
2254,Male,18-25,Business,No,Delhi
2255,Male,36-45,Regular,No,Mumbai
2256,Female,18-25,Regular,No,Jaipur
2257,Female,26-35,Budget,No,Bhubaneswar
2258,Male,18-25,Premium,Yes,Lucknow
2259,Female,46-60,Regular,No,Chennai
2260,Male,60+,Budget,No,Bengaluru
2261,Female,26-35,Budget,Yes,Pune
2262,Male,46-60,Business,Yes,Delhi
2263,Male,26-35,Regular,No,Nagpur
2264,Female,46-60,Business,No,Mumbai
2265,Male,26-35,Regular,No,Bengaluru
2266,Male,46-60,Budget,No,Chennai
2267,Female,46-60,Business,No,Lucknow
2268,Male,26-35,Budget,No,Chandigarh
2269,Female,36-45,Regular,No,Nagpur
2270,Male,18-25,Budget,No,Bengaluru
2271,Female,26-35,Budget,No,Jaipur
2272,Male,18-25,Budget,No,Chennai
2273,Male,36-45,Budget,No,Bengaluru
2274,Male,18-25,Regular,No,Delhi
2275,Female,18-25,Premium,No,Surat
2276,Male,26-35,Premium,No,Lucknow
2277,Female,18-25,Budget,Yes,Hyderabad
2278,Female,46-60,Budget,Yes,Lucknow
2279,Male,36-45,Budget,No,Chennai
2280,Male,26-35,Regular,No,Chennai
2281,Male,46-60,Regular,No,Hyderabad
2282,Male,36-45,Budget,No,Indore
2283,Male,36-45,Business,No,Hyderabad
2284,Male,36-45,Business,Yes,Bengaluru
2285,Male,26-35,Budget,Yes,Chandigarh
2286,Male,46-60,Budget,Yes,Pune
2287,Female,26-35,Business,Yes,Pune
2288,Female,26-35,Premium,Yes,Hyderabad
2289,Male,26-35,Regular,No,Surat
2290,Female,26-35,Regular,Yes,Chennai
2291,Female,26-35,Premium,No,Delhi
2292,Male,26-35,Regular,No,Hyderabad
2293,Male,36-45,Regular,Yes,Bengaluru
2294,Male,36-45,Budget,Yes,Pune
2295,Female,18-25,Premium,No,Chennai
2296,Male,36-45,Regular,Yes,Hyderabad
2297,Male,18-25,Budget,No,Ahmedabad
2298,Male,26-35,Regular,Yes,Kochi
2299,Female,18-25,Regular,Yes,Chandigarh
2300,Female,26-35,Business,Yes,Indore
2301,Male,36-45,Premium,No,Hyderabad
2302,Female,36-45,Budget,No,Lucknow
2303,Male,26-35,Regular,No,Bhubaneswar
2304,Female,26-35,Budget,Yes,Bengaluru
2305,Female,36-45,Budget,Yes,Bhubaneswar
2306,Female,26-35,Regular,Yes,Indore
2307,Female,26-35,Premium,Yes,Hyderabad
2308,Male,26-35,Budget,Yes,Bhubaneswar
2309,Male,26-35,Budget,Yes,Lucknow
2310,Male,18-25,Budget,No,Surat
2311,Male,26-35,Regular,Yes,Lucknow
2312,Female,18-25,Budget,Yes,Mumbai
2313,Male,18-25,Regular,No,Chennai
2314,Female,46-60,Budget,Yes,Nagpur
2315,Male,18-25,Regular,No,Lucknow
2316,Male,46-60,Budget,Yes,Kochi
2317,Female,46-60,Premium,Yes,Jaipur
2318,Female,18-25,Budget,No,Mumbai
2319,Female,36-45,Budget,Yes,Kochi
2320,Male,36-45,Budget,Yes,Bengaluru
2321,Male,36-45,Budget,Yes,Hyderabad
2322,Female,26-35,Premium,Yes,Hyderabad
2323,Male,18-25,Regular,No,Chandigarh
2324,Female,46-60,Regular,Yes,Nagpur
2325,Male,26-35,Budget,Yes,Ahmedabad
2326,Male,36-45,Budget,Yes,Delhi
2327,Male,26-35,Regular,Yes,Nagpur
2328,Male,26-35,Regular,Yes,Bengaluru
2329,Female,46-60,Regular,No,Lucknow
2330,Male,60+,Premium,No,Bengaluru
2331,Female,26-35,Budget,No,Ahmedabad
2332,Male,18-25,Regular,No,Chennai
2333,Male,46-60,Regular,No,Chennai
2334,Male,26-35,Premium,Yes,Mumbai
2335,Female,26-35,Regular,No,Kochi
2336,Male,18-25,Regular,No,Chandigarh
2337,Male,26-35,Regular,Yes,Bengaluru
2338,Male,26-35,Regular,No,Delhi
2339,Male,26-35,Budget,No,Lucknow
2340,Male,26-35,Regular,No,Pune
2341,Male,36-45,Premium,Yes,Surat
2342,Male,26-35,Regular,No,Mumbai
2343,Female,26-35,Regular,No,Chandigarh
2344,Male,18-25,Budget,No,Chandigarh
2345,Male,46-60,Premium,No,Delhi
2346,Male,18-25,Budget,Yes,Kochi
2347,Female,46-60,Regular,No,Hyderabad
2348,Male,36-45,Regular,Yes,Lucknow
2349,Female,36-45,Budget,No,Pune
2350,Male,36-45,Budget,No,Chennai
2351,Male,18-25,Regular,Yes,Indore
2352,Male,26-35,Premium,No,Surat
2353,Male,18-25,Budget,Yes,Jaipur
2354,Male,26-35,Budget,Yes,Delhi
2355,Female,26-35,Budget,Yes,Chandigarh
2356,Female,18-25,Regular,Yes,Ahmedabad
2357,Female,36-45,Regular,No,Chennai
2358,Female,36-45,Budget,Yes,Pune
2359,Male,26-35,Regular,No,Lucknow
2360,Female,36-45,Regular,No,Hyderabad
2361,Male,18-25,Business,No,Bhubaneswar
2362,Male,46-60,Budget,Yes,Delhi
2363,Male,26-35,Premium,Yes,Chennai
2364,Male,26-35,Budget,No,Kochi
2365,Male,26-35,Regular,No,Jaipur
2366,Female,26-35,Budget,No,Bhubaneswar
2367,Female,36-45,Regular,Yes,Bengaluru
2368,Female,26-35,Regular,No,Chennai
2369,Male,26-35,Budget,No,Bengaluru
2370,Male,26-35,Premium,Yes,Kochi
2371,Male,46-60,Budget,No,Bhubaneswar
2372,Male,26-35,Business,No,Chennai
2373,Male,18-25,Regular,Yes,Bhubaneswar
2374,Female,26-35,Budget,No,Bhubaneswar
2375,Male,36-45,Budget,No,Bengaluru
2376,Female,46-60,Regular,Yes,Jaipur
2377,Male,46-60,Regular,No,Lucknow
2378,Male,46-60,Budget,Yes,Kochi
2379,Female,36-45,Budget,No,Chennai
2380,Male,26-35,Budget,No,Kochi
2381,Male,26-35,Budget,No,Chandigarh
2382,Female,18-25,Budget,No,Hyderabad
2383,Male,26-35,Budget,Yes,Lucknow
2384,Male,18-25,Premium,No,Hyderabad
2385,Male,26-35,Regular,No,Indore
2386,Male,36-45,Business,Yes,Indore
2387,Female,60+,Regular,Yes,Hyderabad
2388,Male,60+,Premium,No,Delhi
2389,Female,36-45,Premium,No,Nagpur
2390,Female,46-60,Business,Yes,Pune
2391,Male,46-60,Premium,No,Kochi
2392,Male,36-45,Premium,No,Hyderabad
2393,Male,46-60,Premium,Yes,Pune
2394,Female,26-35,Business,Yes,Lucknow
2395,Female,46-60,Regular,Yes,Chandigarh
2396,Female,46-60,Budget,No,Indore
2397,Female,36-45,Regular,Yes,Nagpur
2398,Female,36-45,Budget,Yes,Pune
2399,Female,18-25,Budget,No,Bhubaneswar
2400,Female,26-35,Budget,Yes,Chennai
2401,Female,18-25,Regular,No,Delhi
2402,Male,18-25,Regular,No,Surat
2403,Male,18-25,Budget,Yes,Jaipur
2404,Female,18-25,Budget,No,Nagpur
2405,Female,36-45,Regular,No,Lucknow
2406,Female,26-35,Premium,Yes,Bhubaneswar
2407,Male,18-25,Regular,No,Bhubaneswar
2408,Male,46-60,Regular,No,Bengaluru
2409,Male,26-35,Business,No,Surat
2410,Male,26-35,Premium,Yes,Ahmedabad
2411,Male,18-25,Regular,Yes,Chandigarh
2412,Female,26-35,Premium,Yes,Bengaluru
2413,Female,36-45,Regular,No,Surat
2414,Male,36-45,Regular,No,Jaipur
2415,Male,18-25,Premium,Yes,Lucknow
2416,Female,46-60,Premium,Yes,Chennai
2417,Male,26-35,Budget,No,Pune
2418,Male,18-25,Budget,Yes,Hyderabad
2419,Male,36-45,Regular,No,Chandigarh
2420,Male,46-60,Regular,No,Delhi
2421,Female,60+,Regular,No,Chennai
2422,Female,36-45,Premium,Yes,Indore
2423,Female,46-60,Premium,No,Indore
2424,Female,18-25,Regular,No,Chandigarh
2425,Female,36-45,Budget,No,Lucknow
2426,Female,36-45,Business,Yes,Chandigarh
2427,Female,36-45,Budget,No,Chennai
2428,Male,46-60,Business,Yes,Bhubaneswar
2429,Male,26-35,Budget,No,Mumbai
2430,Male,26-35,Premium,Yes,Bengaluru
2431,Male,26-35,Budget,No,Kochi
2432,Male,36-45,Regular,Yes,Mumbai
2433,Male,26-35,Regular,Yes,Bengaluru
2434,Female,36-45,Budget,No,Hyderabad
2435,Male,46-60,Business,Yes,Nagpur
2436,Female,46-60,Premium,No,Chennai
2437,Female,26-35,Business,No,Mumbai
2438,Female,36-45,Premium,No,Lucknow
2439,Female,18-25,Regular,Yes,Pune
2440,Female,36-45,Regular,Yes,Lucknow
2441,Female,46-60,Premium,Yes,Nagpur
2442,Male,36-45,Regular,No,Mumbai
2443,Male,26-35,Regular,No,Bhubaneswar
2444,Male,26-35,Premium,Yes,Hyderabad
2445,Female,36-45,Premium,No,Bhubaneswar
2446,Male,26-35,Premium,No,Delhi
2447,Female,36-45,Budget,No,Hyderabad
2448,Male,18-25,Premium,Yes,Nagpur
2449,Male,36-45,Regular,Yes,Bhubaneswar
2450,Male,18-25,Regular,No,Surat
2451,Female,18-25,Regular,Yes,Mumbai
2452,Female,18-25,Regular,No,Chandigarh
2453,Male,46-60,Premium,No,Ahmedabad
2454,Male,36-45,Regular,No,Jaipur
2455,Female,26-35,Regular,Yes,Hyderabad
2456,Female,46-60,Budget,Yes,Indore
2457,Male,36-45,Regular,No,Kochi
2458,Female,36-45,Budget,No,Pune
2459,Male,60+,Regular,Yes,Surat
2460,Female,18-25,Regular,No,Indore
2461,Male,60+,Regular,No,Nagpur
2462,Male,60+,Budget,Yes,Hyderabad
2463,Male,26-35,Regular,No,Pune
2464,Male,26-35,Budget,No,Ahmedabad
2465,Male,36-45,Premium,No,Hyderabad
2466,Male,26-35,Regular,Yes,Mumbai
2467,Female,18-25,Budget,No,Ahmedabad
2468,Female,18-25,Regular,No,Jaipur
2469,Female,26-35,Regular,No,Hyderabad
2470,Female,18-25,Budget,No,Indore
2471,Male,26-35,Regular,No,Surat
2472,Male,36-45,Business,Yes,Chennai
2473,Male,46-60,Budget,No,Surat
2474,Male,46-60,Regular,No,Nagpur
2475,Male,46-60,Budget,Yes,Mumbai
2476,Male,18-25,Premium,No,Nagpur
2477,Female,18-25,Budget,No,Hyderabad
2478,Female,26-35,Budget,No,Lucknow
2479,Male,46-60,Premium,Yes,Ahmedabad
2480,Female,26-35,Regular,No,Surat
2481,Male,26-35,Budget,No,Pune
2482,Female,26-35,Regular,No,Kochi
2483,Male,26-35,Business,No,Nagpur
2484,Male,46-60,Budget,Yes,Jaipur
2485,Male,18-25,Regular,Yes,Delhi
2486,Female,26-35,Budget,Yes,Surat
2487,Female,18-25,Budget,Yes,Bengaluru
2488,Male,36-45,Regular,Yes,Pune
2489,Male,18-25,Regular,No,Ahmedabad
2490,Female,36-45,Budget,No,Indore
2491,Female,26-35,Regular,No,Delhi
2492,Male,60+,Regular,Yes,Indore
2493,Female,46-60,Premium,Yes,Bengaluru
2494,Female,60+,Regular,Yes,Indore
2495,Female,36-45,Regular,Yes,Indore
2496,Male,36-45,Premium,Yes,Chennai
2497,Female,60+,Budget,No,Chennai
2498,Female,18-25,Business,No,Bhubaneswar
2499,Female,26-35,Budget,No,Nagpur
2500,Male,18-25,Budget,No,Jaipur
2501,Male,60+,Regular,Yes,Indore
2502,Female,26-35,Regular,No,Mumbai
2503,Female,26-35,Regular,No,Lucknow
2504,Male,26-35,Premium,No,Kochi
2505,Male,46-60,Budget,No,Indore
2506,Female,36-45,Budget,No,Lucknow
2507,Male,36-45,Regular,Yes,Chandigarh
2508,Female,36-45,Budget,No,Nagpur
2509,Female,36-45,Regular,No,Ahmedabad
2510,Male,46-60,Regular,Yes,Delhi
2511,Male,46-60,Premium,Yes,Pune
2512,Male,26-35,Regular,Yes,Ahmedabad
2513,Male,36-45,Regular,Yes,Surat
2514,Female,46-60,Regular,No,Bengaluru
2515,Male,26-35,Premium,No,Surat
2516,Female,26-35,Business,No,Nagpur
2517,Female,18-25,Budget,No,Chennai
2518,Female,18-25,Budget,No,Bhubaneswar
2519,Male,26-35,Regular,No,Pune
2520,Female,26-35,Budget,No,Indore
2521,Male,36-45,Regular,Yes,Bhubaneswar
2522,Female,26-35,Regular,Yes,Ahmedabad
2523,Male,36-45,Business,No,Ahmedabad
2524,Female,26-35,Regular,No,Bhubaneswar
2525,Male,46-60,Budget,No,Hyderabad
2526,Male,18-25,Business,No,Mumbai
2527,Male,26-35,Premium,Yes,Lucknow
2528,Female,26-35,Budget,Yes,Delhi
2529,Female,26-35,Budget,Yes,Pune
2530,Male,46-60,Regular,Yes,Hyderabad
2531,Male,26-35,Regular,No,Jaipur
2532,Male,60+,Regular,Yes,Ahmedabad
2533,Male,26-35,Business,Yes,Chennai
2534,Female,18-25,Premium,Yes,Bhubaneswar
2535,Male,36-45,Regular,No,Ahmedabad
2536,Male,36-45,Regular,Yes,Lucknow
2537,Female,26-35,Budget,Yes,Delhi
2538,Female,26-35,Budget,Yes,Nagpur
2539,Female,46-60,Premium,No,Pune
2540,Male,18-25,Regular,Yes,Jaipur
2541,Female,26-35,Budget,Yes,Kochi
2542,Female,46-60,Regular,Yes,Pune
2543,Female,18-25,Premium,No,Pune
2544,Male,60+,Budget,No,Bengaluru
2545,Male,18-25,Regular,No,Bhubaneswar
2546,Male,46-60,Budget,Yes,Surat
2547,Male,18-25,Regular,No,Pune
2548,Male,46-60,Budget,No,Hyderabad
2549,Female,26-35,Budget,Yes,Surat
2550,Female,36-45,Regular,No,Delhi
2551,Female,46-60,Regular,Yes,Bengaluru
2552,Female,18-25,Regular,Yes,Lucknow
2553,Female,26-35,Regular,No,Surat
2554,Female,36-45,Premium,No,Chandigarh
2555,Male,46-60,Regular,Yes,Bengaluru
2556,Male,46-60,Budget,No,Chennai
2557,Male,36-45,Regular,No,Bengaluru
2558,Male,46-60,Premium,Yes,Hyderabad
2559,Male,18-25,Budget,Yes,Chandigarh
2560,Male,26-35,Budget,Yes,Kochi
2561,Female,26-35,Budget,No,Jaipur
2562,Male,36-45,Budget,No,Lucknow
2563,Female,26-35,Premium,No,Bengaluru
2564,Female,26-35,Regular,Yes,Chennai
2565,Male,26-35,Budget,No,Ahmedabad
2566,Female,26-35,Budget,No,Indore
2567,Female,18-25,Regular,No,Chandigarh
2568,Male,36-45,Budget,Yes,Surat
2569,Male,26-35,Budget,No,Bengaluru
2570,Male,60+,Regular,No,Kochi
2571,Male,36-45,Budget,Yes,Nagpur
2572,Female,46-60,Business,Yes,Indore
2573,Male,36-45,Regular,No,Mumbai
2574,Male,26-35,Regular,Yes,Hyderabad
2575,Male,26-35,Regular,Yes,Pune
2576,Female,36-45,Budget,Yes,Chennai
2577,Female,26-35,Regular,Yes,Nagpur
2578,Female,36-45,Regular,Yes,Delhi
2579,Male,18-25,Regular,No,Bhubaneswar
2580,Female,18-25,Regular,No,Jaipur
2581,Male,26-35,Budget,Yes,Indore
2582,Female,36-45,Business,No,Chandigarh
2583,Female,18-25,Regular,No,Hyderabad
2584,Male,18-25,Business,No,Lucknow
2585,Male,46-60,Regular,No,Bhubaneswar
2586,Male,26-35,Regular,No,Ahmedabad
2587,Female,36-45,Budget,Yes,Bengaluru
2588,Female,26-35,Premium,No,Chandigarh
2589,Female,36-45,Regular,No,Hyderabad
2590,Female,46-60,Budget,No,Pune
2591,Male,26-35,Premium,No,Bhubaneswar
2592,Female,36-45,Business,Yes,Chennai
2593,Female,18-25,Regular,No,Surat
2594,Male,46-60,Budget,No,Mumbai
2595,Male,46-60,Premium,No,Indore
2596,Female,36-45,Regular,No,Chandigarh
2597,Male,18-25,Budget,No,Mumbai
2598,Female,60+,Budget,Yes,Surat
2599,Male,36-45,Budget,No,Mumbai
2600,Male,36-45,Budget,Yes,Mumbai
2601,Female,26-35,Budget,Yes,Mumbai
2602,Male,18-25,Regular,Yes,Bhubaneswar
2603,Male,18-25,Regular,Yes,Ahmedabad
2604,Female,36-45,Regular,Yes,Indore
2605,Male,18-25,Regular,Yes,Nagpur
2606,Female,36-45,Regular,Yes,Indore
2607,Male,36-45,Regular,Yes,Ahmedabad
2608,Female,46-60,Regular,No,Jaipur
2609,Male,18-25,Budget,No,Mumbai
2610,Female,36-45,Budget,No,Chennai
2611,Female,60+,Business,No,Bengaluru
2612,Male,46-60,Regular,Yes,Bengaluru
2613,Female,36-45,Budget,No,Indore
2614,Male,46-60,Premium,No,Surat
2615,Female,18-25,Regular,No,Hyderabad
2616,Male,26-35,Regular,No,Kochi
2617,Female,46-60,Budget,Yes,Jaipur
2618,Female,36-45,Budget,Yes,Lucknow
2619,Male,46-60,Budget,Yes,Bengaluru
2620,Female,46-60,Budget,Yes,Bhubaneswar
2621,Female,26-35,Budget,No,Ahmedabad
2622,Male,26-35,Budget,Yes,Jaipur
2623,Male,26-35,Business,Yes,Kochi
2624,Male,26-35,Budget,Yes,Bengaluru
2625,Male,26-35,Business,Yes,Chennai
2626,Male,18-25,Premium,Yes,Kochi
2627,Female,36-45,Regular,No,Indore
2628,Female,36-45,Regular,Yes,Bhubaneswar
2629,Female,26-35,Regular,No,Pune
2630,Female,26-35,Premium,No,Ahmedabad
2631,Female,26-35,Budget,No,Mumbai
2632,Male,46-60,Budget,Yes,Mumbai
2633,Female,36-45,Budget,Yes,Lucknow
2634,Male,26-35,Regular,Yes,Mumbai
2635,Male,46-60,Regular,No,Ahmedabad
2636,Male,46-60,Regular,Yes,Chandigarh
2637,Female,18-25,Business,No,Mumbai
2638,Male,18-25,Budget,No,Lucknow
2639,Male,46-60,Budget,Yes,Kochi
2640,Female,26-35,Regular,No,Chennai
2641,Male,18-25,Premium,Yes,Hyderabad
2642,Female,26-35,Regular,Yes,Indore
2643,Male,26-35,Regular,Yes,Kochi
2644,Male,36-45,Budget,Yes,Lucknow
2645,Female,46-60,Premium,No,Bengaluru
2646,Male,18-25,Regular,Yes,Surat
2647,Male,36-45,Budget,Yes,Indore
2648,Female,26-35,Budget,Yes,Jaipur
2649,Male,36-45,Budget,No,Ahmedabad
2650,Female,36-45,Budget,Yes,Bhubaneswar
2651,Female,36-45,Business,Yes,Mumbai
2652,Female,36-45,Premium,No,Lucknow
2653,Male,26-35,Budget,No,Pune
2654,Male,46-60,Budget,No,Bengaluru
2655,Female,46-60,Regular,No,Chennai
2656,Female,36-45,Premium,No,Ahmedabad
2657,Female,36-45,Budget,No,Chandigarh
2658,Female,18-25,Regular,No,Surat
2659,Male,26-35,Regular,Yes,Nagpur
2660,Male,26-35,Regular,No,Delhi
2661,Male,36-45,Premium,Yes,Bengaluru
2662,Male,60+,Regular,No,Lucknow
2663,Female,18-25,Premium,Yes,Jaipur
2664,Male,18-25,Premium,No,Ahmedabad
2665,Male,18-25,Budget,No,Jaipur
2666,Male,36-45,Budget,Yes,Ahmedabad
2667,Male,26-35,Regular,Yes,Chandigarh
2668,Female,46-60,Regular,No,Chandigarh
2669,Male,36-45,Budget,No,Nagpur
2670,Female,46-60,Regular,No,Lucknow
2671,Male,60+,Budget,No,Lucknow
2672,Male,18-25,Regular,Yes,Nagpur
2673,Female,26-35,Regular,No,Mumbai
2674,Female,60+,Business,No,Kochi
2675,Male,18-25,Regular,Yes,Pune
2676,Female,26-35,Budget,Yes,Delhi
2677,Male,26-35,Budget,No,Chandigarh
2678,Male,46-60,Budget,Yes,Mumbai
2679,Female,46-60,Premium,No,Lucknow
2680,Male,26-35,Regular,No,Indore
2681,Female,36-45,Regular,No,Bhubaneswar
2682,Male,36-45,Budget,No,Delhi
2683,Female,18-25,Business,Yes,Chennai
2684,Male,18-25,Budget,No,Ahmedabad
2685,Male,26-35,Regular,No,Chennai
2686,Female,36-45,Regular,No,Ahmedabad
2687,Female,18-25,Premium,No,Surat
2688,Female,36-45,Budget,No,Chandigarh
2689,Male,36-45,Premium,Yes,Chennai
2690,Female,26-35,Regular,Yes,Nagpur
2691,Female,18-25,Budget,Yes,Bengaluru
2692,Male,46-60,Budget,No,Bengaluru
2693,Male,26-35,Budget,No,Ahmedabad
2694,Female,26-35,Business,No,Indore
2695,Male,46-60,Regular,Yes,Lucknow
2696,Male,60+,Business,Yes,Bengaluru
2697,Male,26-35,Regular,No,Bhubaneswar
2698,Male,26-35,Premium,Yes,Indore
2699,Male,26-35,Budget,No,Surat
2700,Male,60+,Business,No,Bhubaneswar
2701,Male,26-35,Budget,Yes,Surat
2702,Male,60+,Regular,Yes,Kochi
2703,Male,26-35,Business,Yes,Delhi
2704,Male,26-35,Premium,Yes,Bhubaneswar
2705,Female,18-25,Premium,No,Chennai
2706,Male,36-45,Regular,No,Mumbai
2707,Female,46-60,Budget,No,Chennai
2708,Male,46-60,Premium,No,Jaipur
2709,Male,26-35,Regular,No,Bengaluru
2710,Female,46-60,Regular,No,Nagpur
2711,Female,26-35,Budget,Yes,Bengaluru
2712,Female,36-45,Business,No,Surat
2713,Female,26-35,Regular,Yes,Nagpur
2714,Male,36-45,Regular,No,Indore
2715,Female,26-35,Regular,No,Indore
2716,Male,26-35,Regular,Yes,Lucknow
2717,Male,18-25,Budget,Yes,Indore
2718,Male,18-25,Budget,No,Indore
2719,Male,36-45,Premium,No,Chandigarh
2720,Male,18-25,Premium,Yes,Ahmedabad
2721,Male,46-60,Regular,No,Mumbai
2722,Female,26-35,Premium,No,Lucknow
2723,Male,18-25,Budget,No,Pune
2724,Male,26-35,Budget,Yes,Indore
2725,Female,46-60,Budget,No,Delhi
2726,Male,18-25,Regular,No,Chennai
2727,Female,46-60,Regular,Yes,Nagpur
2728,Female,26-35,Premium,No,Kochi
2729,Male,18-25,Budget,Yes,Delhi
2730,Female,26-35,Business,Yes,Bhubaneswar
2731,Female,46-60,Budget,No,Jaipur
2732,Male,46-60,Premium,No,Chennai
2733,Male,46-60,Regular,Yes,Bhubaneswar
2734,Female,46-60,Budget,Yes,Pune
2735,Female,36-45,Regular,No,Surat
2736,Female,26-35,Budget,No,Delhi
2737,Female,18-25,Budget,No,Delhi
2738,Male,60+,Budget,Yes,Bengaluru
2739,Female,36-45,Regular,No,Bhubaneswar
2740,Female,36-45,Budget,Yes,Jaipur
2741,Female,36-45,Budget,Yes,Ahmedabad
2742,Female,26-35,Budget,No,Mumbai
2743,Male,36-45,Regular,No,Lucknow
2744,Female,26-35,Budget,No,Lucknow
2745,Male,18-25,Business,Yes,Jaipur
2746,Male,46-60,Premium,Yes,Indore
2747,Female,46-60,Regular,No,Chennai
2748,Male,18-25,Budget,No,Surat
2749,Female,26-35,Business,Yes,Mumbai
2750,Female,26-35,Premium,Yes,Bhubaneswar
2751,Male,26-35,Regular,No,Indore
2752,Female,60+,Business,No,Pune
2753,Male,26-35,Budget,Yes,Lucknow
2754,Female,18-25,Budget,No,Nagpur
2755,Female,26-35,Business,Yes,Chandigarh
2756,Male,46-60,Budget,Yes,Jaipur
2757,Male,46-60,Budget,No,Mumbai
2758,Female,36-45,Budget,No,Jaipur
2759,Female,26-35,Regular,No,Indore
2760,Female,36-45,Regular,Yes,Bhubaneswar
2761,Male,18-25,Regular,No,Chandigarh
2762,Male,46-60,Regular,Yes,Surat
2763,Male,46-60,Regular,No,Nagpur
2764,Male,46-60,Regular,Yes,Mumbai
2765,Male,26-35,Budget,No,Chennai
2766,Male,26-35,Business,Yes,Bhubaneswar
2767,Female,18-25,Budget,No,Nagpur
2768,Male,26-35,Business,No,Surat
2769,Female,26-35,Premium,Yes,Kochi
2770,Male,26-35,Premium,Yes,Mumbai
2771,Female,26-35,Business,No,Chennai
2772,Female,36-45,Premium,Yes,Delhi
2773,Male,18-25,Regular,Yes,Jaipur
